lemon_juice_ml,sugar_g,fizziness,rating
61.12,38.04,1.11,6.76
40.3,22.61,7.28,8.98
51.23,17.1,6.11,7.75
24.82,18.36,6.67,7.92
58.85,21.63,7.3,9.29
25.02,15.0,3.58,5.77
63.08,22.55,8.71,10.0
25.33,39.12,7.81,8.83
64.54,31.87,4.26,8.17
38.19,38.68,2.72,7.65
51.23,47.83,1.29,7.8
62.33,16.09,3.04,6.85
20.51,19.91,6.69,6.79
33.28,19.43,3.93,6.58
65.42,35.39,5.69,9.93
39.41,23.32,1.34,6.07
55.32,17.61,4.51,7.0
27.0,33.36,3.29,6.47
53.92,45.93,5.84,9.75
23.66,18.71,6.39,6.68
55.87,36.78,3.18,7.41
36.19,23.59,2.47,6.77
43.29,45.04,6.11,9.65
28.31,31.02,7.54,8.14
51.39,22.73,7.33,8.94
36.88,40.92,7.45,9.74
39.17,28.33,1.31,6.09
52.61,35.13,6.3,9.59
28.94,36.4,0.33,5.41
62.6,47.1,7.3,10.0
56.96,8.09,2.72,5.92
48.89,26.19,8.46,10.0
26.42,30.47,7.66,8.82
54.36,46.11,2.56,8.16
20.9,9.85,7.19,6.53
60.22,15.68,8.89,9.59
35.19,47.12,9.24,10.0
25.86,26.69,9.6,9.39
28.22,34.78,2.61,6.43
68.16,29.94,0.27,6.69
58.69,45.48,9.61,10.0
31.89,9.1,1.23,4.09
68.17,7.31,4.83,7.5
27.01,25.61,7.24,7.92
56.68,45.48,1.6,8.01
52.84,32.06,9.39,10.0
61.07,36.52,7.41,10.0
39.08,45.0,8.87,10.0
40.09,11.54,7.39,7.98
51.23,33.12,5.07,9.31
39.91,13.1,3.86,6.14
22.07,40.38,6.43,8.96
56.49,39.54,4.62,8.25
52.05,8.56,7.25,7.7
41.19,47.47,1.05,7.34
35.14,22.83,0.5,5.4
36.04,10.43,4.06,5.84
57.05,15.67,1.98,5.75
56.46,45.77,9.25,10.0
60.95,27.01,0.76,6.41
58.11,35.38,1.23,6.81
57.9,25.26,4.25,7.93
32.59,9.48,2.94,5.24
25.08,34.23,5.58,8.15
58.09,49.94,7.92,10.0
24.93,28.29,1.95,5.02
69.11,14.97,2.7,7.24
63.75,17.29,1.58,6.15
46.67,16.12,1.17,5.19
37.61,47.5,2.31,7.15
46.34,47.86,3.78,7.92
56.72,17.85,5.64,8.73
57.82,5.31,0.74,4.93
23.68,19.24,6.73,7.66
60.24,30.57,0.57,5.77
52.07,41.85,6.08,9.73
22.03,23.8,8.2,7.87
35.66,26.78,5.57,7.57
45.53,10.7,9.79,8.64
29.42,30.77,3.9,6.71
27.76,32.68,6.78,8.71
20.71,11.22,1.29,3.95
65.58,19.27,7.34,9.44
22.81,17.83,1.1,4.21
38.3,44.78,7.41,9.67
30.29,30.74,5.64,7.72
57.05,36.84,9.72,10.0
55.36,23.5,3.74,7.09
60.31,22.62,7.57,8.64
50.84,19.03,6.21,7.75
49.58,16.25,1.46,5.43
40.36,48.38,8.67,10.0
51.82,24.56,3.7,7.62
25.76,20.46,6.58,7.21
54.23,21.16,2.96,6.83
25.19,21.33,9.79,9.62
63.09,13.02,7.6,9.33
45.28,14.2,6.39,8.41
46.52,34.96,4.49,8.4
49.24,5.64,7.58,8.99
58.8,37.87,9.45,10.0
43.92,12.76,9.77,10.0
41.38,40.43,8.96,10.0
34.42,20.45,4.88,6.71
26.4,11.12,8.78,8.16
29.52,39.23,3.15,7.31
20.03,25.56,3.79,6.43
63.47,12.86,6.52,9.03
58.25,32.45,7.78,9.78
30.93,32.16,9.02,9.64
20.12,33.14,8.01,8.82
44.61,17.5,3.3,6.39
40.63,5.16,5.83,6.52
58.8,38.93,3.15,7.99
40.14,5.61,6.0,7.42
63.21,18.77,0.72,6.26
24.79,19.08,4.3,6.19
38.29,15.42,2.64,5.66
66.7,21.47,4.34,8.05
20.59,39.53,9.89,10.0
39.54,39.89,4.87,8.37
32.99,10.72,8.64,8.5
46.59,41.06,2.6,7.09
33.94,10.72,0.49,4.69
63.5,40.86,2.06,7.66
66.86,19.51,5.23,8.4
62.46,7.66,3.36,7.6
39.93,47.25,5.46,9.54
69.5,35.33,8.89,10.0
56.75,24.78,2.21,6.49
37.78,10.81,5.81,7.29
24.68,7.57,3.67,4.72
53.35,37.89,3.69,7.74
56.43,47.36,3.93,8.92
26.12,44.78,6.96,9.02
47.49,26.8,1.93,7.84
69.35,18.33,1.78,7.38
36.31,11.41,2.55,5.7
35.09,19.58,8.85,8.96
65.17,41.59,7.95,10.0
25.87,37.58,9.01,9.19
66.68,47.23,9.18,10.0
58.97,13.62,6.49,7.91
39.54,12.45,8.49,9.23
24.18,31.56,9.69,9.64
20.96,36.48,8.46,9.63
38.79,20.99,4.33,6.63
55.27,33.26,4.29,8.36
44.38,39.57,4.92,8.67
56.93,37.09,3.13,8.19
53.53,14.54,6.02,8.55
48.65,31.11,5.54,8.47
68.37,29.66,5.51,9.52
56.42,32.37,3.37,7.85
65.73,25.09,3.11,7.77
32.11,30.79,5.54,7.9
55.68,23.2,6.97,9.03
49.89,43.16,5.85,8.94
66.21,16.64,5.05,7.29
45.52,9.23,8.41,8.19
33.98,13.57,4.34,6.29
39.24,36.04,5.21,7.77
30.94,18.7,8.85,8.61
31.0,16.68,2.65,5.45
43.52,16.97,5.35,7.69
64.63,8.14,8.59,9.01
29.59,47.85,8.41,10.0
34.39,20.53,1.07,4.91
62.65,34.01,5.32,9.62
36.96,37.71,4.34,7.48
68.12,21.94,0.14,5.81
33.45,44.34,7.33,9.91
42.11,37.1,4.9,8.35
24.78,7.68,1.98,4.79
69.61,41.91,6.15,10.0
64.51,14.91,0.21,4.96
60.88,22.85,9.66,9.99
27.87,49.55,5.42,8.57
68.47,16.71,3.04,8.23
66.46,46.96,9.84,10.0
41.78,39.95,6.56,9.19
54.08,37.62,6.47,9.34
69.62,49.6,5.42,10.0
40.49,45.32,6.05,9.63
25.65,43.28,8.57,10.0
63.39,7.41,9.77,10.0
43.82,22.08,4.69,8.34
69.35,20.13,9.78,10.0
47.54,8.09,2.03,4.67
21.47,10.21,3.88,5.24
44.59,35.81,8.35,10.0
55.9,41.41,8.35,10.0
21.3,32.74,1.13,5.57
40.67,40.13,3.35,7.76
27.78,32.12,5.01,7.05
52.15,37.14,5.41,9.46
67.87,37.57,3.45,8.86
51.23,41.46,6.97,10.0
54.74,19.03,0.97,6.04
39.83,40.56,6.02,9.78
48.16,27.52,6.87,8.96
47.19,48.28,2.19,7.31
57.98,12.41,0.19,5.18
62.85,49.41,4.03,9.88
53.14,9.12,4.72,6.65
68.99,31.92,9.49,10.0
61.41,35.7,8.29,10.0
26.23,45.51,1.44,6.31
45.37,39.19,9.14,10.0
65.16,9.3,2.13,6.44
67.2,32.76,8.53,10.0
39.01,36.57,1.91,6.55
56.29,14.15,4.64,7.19
40.53,34.59,4.61,8.06
26.18,9.11,6.6,7.52
64.23,11.36,4.23,7.53
66.6,21.28,3.82,7.55
45.24,13.82,0.1,4.5
20.92,5.16,4.38,4.71
60.8,32.95,9.64,10.0
43.85,25.83,2.71,6.67
23.75,15.04,4.0,6.06
29.47,14.55,1.48,4.02
27.61,31.69,0.58,4.99
54.31,9.84,0.63,5.18
34.97,16.18,7.02,8.52
26.38,6.85,1.19,4.34
65.88,39.48,8.17,10.0
67.83,48.93,5.36,10.0
26.93,16.96,9.6,8.48
31.51,25.9,1.03,5.51
49.61,24.67,0.34,5.61
27.53,29.37,8.72,9.39
27.93,21.88,8.85,8.58
36.83,10.95,8.71,8.46
67.46,16.17,3.92,7.43
68.12,40.86,4.54,9.52
62.09,31.91,9.97,10.0
54.79,8.1,7.94,9.02
56.03,14.74,5.68,7.56
43.48,23.0,4.73,7.78
46.51,34.08,6.21,9.16
51.72,40.32,6.0,8.75
56.56,31.29,8.42,10.0
24.84,45.47,1.87,6.9
31.24,41.23,3.54,7.47
68.15,26.44,3.29,7.41
36.76,37.81,9.84,10.0
33.42,12.27,8.31,8.22
41.1,20.65,8.16,8.64
34.55,5.96,3.73,6.03
24.56,38.39,5.19,7.06
30.4,46.91,8.23,10.0
52.01,21.99,6.45,8.7
31.16,18.9,9.58,9.03
52.38,16.94,0.79,5.33
25.0,5.0,2.76,4.97
22.09,18.82,0.02,4.2
63.08,5.75,1.49,5.04
58.0,30.25,2.44,7.15
53.3,35.8,7.54,10.0
21.54,21.12,4.92,6.2
31.97,23.13,5.99,7.76
60.62,19.27,0.2,5.64
27.23,16.99,0.46,4.49
60.64,19.58,4.69,8.13
49.21,30.29,2.38,6.69
57.02,30.27,3.53,7.34
52.23,38.11,6.76,9.81
40.85,11.01,7.73,8.23
34.6,48.15,6.09,9.18
53.64,28.54,8.14,9.99
60.35,43.1,7.15,9.75
22.24,7.77,3.35,4.91
39.0,21.25,9.17,8.61
37.54,37.78,6.58,9.2
47.97,9.37,2.38,5.58
25.7,12.56,9.7,8.73
66.67,30.87,1.2,7.1
47.43,26.99,7.86,9.74
66.19,22.83,8.88,10.0
60.85,12.42,3.6,6.79
29.58,5.52,6.99,6.8
26.62,5.27,7.57,6.78
63.06,32.45,1.08,7.4
46.81,24.3,8.99,10.0
20.99,40.22,0.76,6.02
66.71,20.28,6.46,9.73
43.65,5.0,6.53,6.91
35.05,27.87,7.89,9.07
45.83,25.2,7.85,8.72
61.15,13.8,2.0,6.25
25.51,49.77,8.35,9.57
37.95,10.11,3.12,6.17
35.94,22.34,5.24,7.11
61.98,28.79,5.46,8.36
58.92,20.42,4.69,7.96
40.01,21.29,7.77,8.44
53.22,45.48,5.27,9.16
39.72,23.37,5.01,7.83
48.57,25.6,2.64,5.83
69.56,27.39,3.03,8.37
46.78,32.0,6.17,9.02
69.43,21.91,3.71,7.97
57.36,46.9,3.44,8.55
26.04,8.59,3.87,5.25
59.8,15.85,7.25,8.63
28.06,48.21,1.23,6.23
46.62,15.84,7.86,9.48
50.66,43.56,3.34,8.22
64.61,36.62,2.44,8.15
30.52,41.83,8.92,9.86
63.8,35.13,8.65,10.0
66.72,23.75,3.0,7.79
24.47,49.04,1.55,7.74
64.26,5.33,9.95,9.93
32.96,29.72,1.66,5.76
24.05,20.26,9.5,9.26
67.93,30.74,3.01,8.02
39.61,47.14,5.71,9.92
51.15,48.45,3.3,8.01
47.64,19.21,3.25,6.41
30.66,47.19,3.27,7.5
53.48,49.41,9.7,10.0
22.31,26.58,6.21,7.79
30.15,10.95,8.83,7.9
67.23,48.71,8.6,10.0
67.68,45.35,4.23,9.55
44.13,34.6,9.77,10.0
28.45,6.25,4.89,6.3
41.08,21.08,3.3,6.83
63.85,11.94,3.92,6.86
23.51,13.53,4.72,6.19
26.39,35.9,6.91,8.81
64.78,22.6,2.45,7.23
40.77,20.25,8.4,8.84
24.17,26.01,3.35,5.64
26.96,12.19,8.97,7.76
64.12,24.73,9.65,10.0
44.51,47.12,3.01,7.71
28.15,40.81,0.69,6.36
64.7,6.88,0.25,5.23
62.26,24.4,9.01,10.0
21.15,43.66,5.91,8.17
49.05,16.31,8.15,9.41
32.22,42.76,9.37,9.62
46.66,31.59,7.42,9.04
33.96,5.41,7.81,7.53
35.79,44.75,2.91,7.74
50.09,45.36,8.56,10.0
46.94,42.15,0.37,6.49
39.76,28.72,2.95,6.66
25.38,37.79,0.42,5.15
68.47,10.82,7.39,8.82
28.73,43.73,6.06,8.95
51.66,47.7,8.88,10.0
24.14,19.79,8.02,7.82
54.42,16.76,1.71,6.29
24.74,16.1,0.91,3.71
31.48,20.21,9.64,8.99
52.35,8.53,0.24,5.49
34.15,40.63,8.61,10.0
46.64,19.51,0.15,5.12
26.23,8.61,9.94,8.81
30.12,49.5,0.8,7.08
56.69,14.65,2.4,6.5
21.76,41.83,9.45,9.9
25.59,27.16,7.16,8.16
30.75,21.92,9.99,9.11
21.01,35.05,2.12,6.22
24.77,43.78,5.54,8.53
34.07,7.52,3.56,5.16
24.65,7.0,5.18,6.3
63.31,49.32,8.44,10.0
23.3,17.04,2.44,6.0
63.05,7.46,8.54,9.06
61.14,19.79,0.45,5.73
25.04,13.14,2.66,5.44
21.26,25.34,4.44,6.27
22.5,44.67,9.29,10.0
49.52,45.31,5.25,9.25
53.52,19.03,5.56,7.88
51.03,26.41,1.18,5.81
47.07,29.34,7.96,9.56
28.73,16.35,3.1,5.21
62.05,12.54,4.79,7.84
36.38,26.38,5.75,7.8
69.31,23.24,5.13,8.55
39.24,45.44,2.76,8.34
33.15,43.11,9.56,10.0
64.71,34.87,1.61,7.46
48.37,17.77,8.1,9.14
56.09,21.74,3.47,7.05
40.42,12.98,1.11,4.98
64.35,17.15,1.6,6.39
65.89,49.27,5.4,10.0
41.84,29.8,1.27,6.05
32.04,41.8,1.64,7.28
52.38,17.34,0.85,5.84
67.73,23.49,7.68,10.0
51.12,31.92,8.95,10.0
67.71,7.27,8.34,9.48
37.19,45.44,5.74,9.07
65.75,43.08,5.26,9.68
25.63,49.15,8.28,10.0
37.94,22.36,6.55,7.88
44.72,10.54,5.69,7.11
52.66,35.61,9.03,10.0
34.71,10.92,1.47,4.15
66.21,18.95,5.58,8.27
65.17,14.69,4.72,7.79
59.97,33.64,9.83,10.0
25.72,34.12,5.77,7.37
23.91,19.92,6.72,6.51
44.91,38.46,5.64,8.31
58.27,40.21,6.29,10.0
26.16,35.92,5.94,8.03
52.07,7.61,3.97,6.27
46.39,11.57,6.85,8.83
56.3,22.06,2.77,6.85
41.77,24.63,8.21,9.42
54.66,19.74,2.51,6.49
27.98,30.01,4.71,7.2
30.73,18.57,9.61,9.02
65.17,23.79,3.74,8.07
36.47,5.9,6.4,7.62
69.28,20.95,1.8,6.9
22.31,36.23,7.43,7.98
44.79,27.63,8.85,10.0
36.25,37.53,2.32,7.05
69.8,32.42,5.0,9.24
69.5,49.16,8.74,10.0
31.76,17.14,0.35,4.52
33.36,9.79,5.62,7.09
57.48,11.04,0.26,5.41
64.48,17.08,0.19,5.45
53.18,30.89,1.05,7.19
63.24,39.8,2.34,8.4
23.16,6.71,9.22,7.34
52.03,48.45,1.04,7.84
55.01,20.9,6.43,8.45
29.52,42.08,0.37,6.11
58.9,35.2,8.85,10.0
67.21,31.63,2.65,7.9
64.9,8.87,9.34,10.0
32.25,45.29,8.09,10.0
36.2,21.99,9.59,9.3
44.98,45.15,8.34,10.0
27.92,13.59,5.6,6.34
67.7,48.52,7.75,10.0
28.08,33.01,3.86,6.49
58.07,42.64,4.73,9.2
37.07,27.63,7.16,8.02
48.69,31.85,9.44,10.0
22.36,19.37,5.98,6.4
30.25,38.4,8.91,9.36
42.22,45.63,7.62,10.0
53.86,37.27,0.08,6.58
58.88,26.18,1.75,6.8
21.51,42.6,5.0,8.23
27.62,27.46,2.66,5.79
56.49,24.78,3.41,7.59
60.65,34.91,1.5,7.35
31.83,15.34,0.03,4.05
31.48,26.4,8.97,9.19
24.4,6.82,6.25,6.97
27.51,49.3,8.13,9.94
20.4,48.27,4.69,8.07
49.49,49.36,9.41,10.0
65.19,44.54,8.39,10.0
27.48,45.55,4.35,7.87
57.57,8.85,8.96,8.45
48.68,14.57,4.36,6.69
67.0,35.04,6.66,9.82
59.91,14.11,7.23,9.01
62.64,7.22,8.58,7.84
51.96,23.38,8.75,9.99
60.57,46.78,2.3,8.71
37.54,49.81,7.81,10.0
30.45,26.96,6.2,7.24
65.63,32.47,1.87,7.77
56.72,20.6,5.09,8.46
24.54,17.69,8.68,8.26
63.35,46.82,6.51,10.0
37.45,37.37,0.64,5.43
34.91,14.96,6.1,6.32
51.17,16.14,5.35,7.46
48.43,37.34,3.32,7.48
46.91,22.91,8.38,9.49
32.74,27.27,8.04,9.46
67.99,41.43,5.22,9.77
67.51,35.95,1.25,7.59
20.21,47.57,2.25,6.65
36.89,42.34,0.87,5.86
22.28,16.92,6.23,7.1
62.51,29.9,2.22,8.1
64.33,16.91,4.84,8.03
45.91,19.08,5.78,8.05
61.98,38.52,0.8,7.15
55.17,22.32,1.92,6.3
44.98,26.56,8.87,10.0
38.19,35.19,6.67,8.51
33.31,23.61,9.03,9.11
32.97,24.57,9.85,10.0
48.1,20.6,4.41,7.42
28.34,25.42,4.18,6.78
28.74,40.49,4.47,8.13
20.52,31.76,6.31,7.93
50.67,8.01,9.3,8.91
69.72,9.54,2.45,6.62
64.46,5.59,4.19,7.15
55.28,14.14,9.52,9.63
59.28,15.05,3.37,7.75
40.84,8.24,7.87,8.17
34.9,36.04,0.56,6.04
38.43,36.48,9.34,10.0
24.07,28.8,1.94,5.61
51.69,34.05,2.29,7.58
28.74,45.11,4.96,7.51
58.14,15.49,2.95,6.94
29.5,25.4,8.3,8.53
31.41,23.45,5.24,7.22
67.87,42.0,3.39,8.13
25.27,18.83,1.55,5.12
44.94,21.83,6.2,8.15
23.13,13.63,8.71,8.59
24.52,6.42,9.83,8.27
51.68,45.1,7.16,10.0
51.54,41.3,2.56,7.97
29.66,40.9,9.29,10.0
63.62,16.79,6.11,8.59
55.11,11.11,9.23,9.55
35.03,32.03,2.86,6.8
32.42,26.27,5.68,7.42
57.71,16.03,8.79,10.0
56.68,39.92,8.95,10.0
27.44,11.62,8.3,8.38
37.46,42.0,1.18,6.91
30.83,47.19,1.99,6.75
34.71,38.42,4.91,8.02
34.38,35.25,8.73,9.83
68.8,20.79,9.9,10.0
57.51,12.6,4.43,7.57
59.0,14.97,1.61,6.23
33.87,20.7,5.84,8.27
20.03,25.56,9.47,9.08
22.91,45.9,3.84,7.11
47.65,24.51,2.18,7.16
34.27,45.91,9.31,10.0
29.65,15.86,3.95,6.28
22.48,41.61,8.98,10.0
63.79,33.66,8.75,10.0
50.01,13.86,9.32,9.79
25.37,10.72,5.99,6.66
58.32,5.18,7.46,7.97
57.79,20.26,6.73,8.85
34.47,16.24,8.63,8.7
29.42,47.53,6.62,9.04
60.7,38.46,8.15,10.0
36.48,8.85,0.6,4.08
62.37,37.47,0.32,6.98
22.18,16.84,4.61,6.49
44.96,40.77,1.26,6.78
28.98,25.5,8.73,8.96
53.6,14.76,4.97,7.53
69.86,42.79,8.61,10.0
40.63,48.23,0.32,7.22
25.02,27.0,9.41,9.98
35.88,23.42,3.14,6.65
64.58,34.18,6.72,10.0
58.29,15.98,1.53,5.47
31.61,47.14,4.0,6.81
67.68,33.89,9.28,10.0
51.11,38.15,6.71,9.48
28.4,40.38,5.96,8.25
48.62,41.01,1.27,7.16
42.56,38.62,1.4,7.26
60.98,17.7,3.25,7.2
37.21,34.79,3.06,7.36
63.75,32.36,1.68,7.86
60.6,46.28,4.5,9.98
53.73,38.49,2.82,8.25
32.93,30.18,5.09,7.34
68.52,46.53,1.4,8.87
47.43,43.8,8.53,10.0
65.38,18.2,0.11,5.41
30.79,46.59,2.47,6.96
69.17,25.89,8.77,10.0
60.8,17.37,7.37,9.05
67.46,12.62,4.55,7.67
30.62,35.81,2.53,6.6
41.53,33.99,0.31,5.54
24.88,31.94,1.06,5.29
26.85,42.15,0.57,6.06
34.2,49.21,5.79,8.9
67.58,10.95,2.83,7.02
53.36,42.2,5.48,8.87
35.73,37.36,8.12,9.93
67.73,25.76,3.03,7.0
56.99,20.55,7.98,9.67
65.35,33.05,2.9,7.55
66.36,37.53,9.0,10.0
57.54,27.33,9.04,10.0
32.16,16.42,6.07,8.08
69.83,37.42,9.25,10.0
36.25,10.76,8.21,8.48
53.59,13.7,4.5,6.99
62.24,31.98,0.02,6.58
28.76,25.3,6.62,7.76
50.45,32.36,4.54,7.77
38.76,41.39,1.5,6.39
32.21,40.78,0.66,5.97
20.59,31.18,4.93,7.26
63.6,43.92,3.28,8.94
26.79,19.72,9.16,9.08
63.91,28.66,5.17,8.7
50.03,34.03,7.91,10.0
51.05,25.03,6.34,8.68
61.43,46.39,2.73,8.97
45.47,49.19,4.62,9.76
37.86,5.25,4.74,5.71
26.94,41.57,8.11,9.71
48.52,49.87,9.94,10.0
47.66,44.02,6.58,9.91
34.69,44.8,3.47,8.48
50.0,44.48,2.49,8.32
41.97,8.59,0.03,4.3
60.28,12.71,8.9,10.0
47.97,20.43,3.22,7.69
66.68,14.41,0.4,5.68
45.9,29.13,0.01,5.38
64.37,16.75,2.41,6.09
46.03,12.29,8.6,9.19
47.9,13.46,9.11,9.27
38.34,38.46,3.26,7.36
40.01,13.17,4.76,7.44
66.66,27.4,8.04,10.0
31.16,45.26,1.07,6.47
26.07,29.39,0.53,5.01
61.51,13.82,3.41,7.02
48.85,24.12,1.73,5.86
34.23,36.61,3.64,6.96
41.62,28.62,7.33,9.63
46.25,39.49,2.87,8.25
49.61,9.31,6.26,7.18
61.05,20.29,4.92,7.95
39.72,12.15,8.51,8.54
53.83,47.16,3.54,9.22
61.74,14.9,6.24,8.3
62.19,40.93,4.96,10.0
32.71,13.62,0.79,4.05
37.51,45.41,3.58,8.29
49.75,9.12,1.51,4.78
64.29,18.44,0.26,5.11
59.52,10.93,1.91,5.57
49.2,19.59,4.15,6.82
69.19,28.43,6.28,9.56
41.95,48.67,0.99,6.97
62.12,19.28,8.32,10.0
60.92,16.27,6.85,9.1
65.4,33.87,5.32,9.24
69.38,19.7,3.36,7.34
44.78,19.36,9.49,9.53
29.78,48.21,9.62,10.0
43.04,14.77,4.37,6.88
62.69,10.57,9.12,9.83
61.81,45.76,0.08,6.93
36.8,33.51,4.56,7.55
22.37,33.98,6.62,8.76
45.49,36.4,7.45,9.68
43.71,23.21,5.61,7.66
24.29,28.42,6.51,7.8
59.74,39.23,5.7,9.36
34.18,30.07,4.25,6.98
52.29,31.65,2.4,6.76
25.07,47.67,9.3,10.0
63.04,23.38,7.95,9.38
56.96,18.87,5.85,8.44
39.42,9.79,1.31,4.75
51.47,9.31,1.96,5.33
29.37,24.79,7.88,9.14
69.27,19.08,3.38,7.5
59.81,28.34,3.76,7.72
59.45,7.51,6.88,8.2
27.67,35.7,3.66,6.89
20.89,5.18,6.55,6.1
49.27,5.49,4.09,6.16
27.21,9.47,4.08,5.3
59.02,6.16,5.4,6.66
40.8,18.03,3.66,7.68
36.93,43.56,4.46,8.79
23.68,11.76,3.26,5.17
69.8,42.24,1.47,7.35
67.8,29.97,6.94,10.0
26.58,10.87,7.83,7.36
36.64,45.37,4.07,8.32
39.54,28.21,8.7,9.46
34.84,30.63,6.74,8.65
66.72,29.54,6.06,9.5
56.07,43.3,3.16,9.09
67.8,41.23,0.33,7.66
63.73,9.7,1.1,5.85
57.73,32.94,9.05,10.0
54.85,48.69,0.19,7.0
63.31,35.34,2.8,7.81
54.21,43.61,7.43,10.0
29.44,14.6,3.18,5.48
52.41,35.16,3.3,7.45
45.75,35.31,8.6,10.0
69.09,9.16,1.91,5.69
45.5,22.3,9.07,9.48
21.92,22.85,1.13,5.24
33.21,38.65,4.64,8.06
65.87,30.15,2.31,7.81
68.12,12.58,9.79,10.0
56.42,20.43,0.37,5.51
22.84,6.73,1.27,4.03
21.18,20.41,3.86,6.28
43.98,6.48,2.99,5.84
69.98,49.3,3.45,9.86
63.46,40.85,9.75,10.0
66.66,48.14,2.56,9.03
51.18,25.12,3.28,7.11
62.96,21.43,0.53,6.4
35.98,49.06,6.31,9.42
21.37,43.55,4.91,7.82
65.91,36.25,4.06,8.73
30.92,21.27,7.13,8.09
56.42,15.94,8.74,9.73
52.95,27.15,9.97,10.0
27.91,15.56,4.82,6.52
29.79,12.96,2.42,5.24
36.45,19.41,9.15,9.1
57.85,10.05,1.65,5.26
21.96,27.4,8.25,7.91
40.35,41.26,0.67,6.22
53.26,47.65,0.64,6.32
28.57,23.9,9.28,9.52
25.97,48.3,2.33,6.83
39.51,36.85,1.68,6.89
34.33,7.64,5.81,6.08
52.45,23.92,2.25,6.77
68.48,48.19,7.15,10.0
20.22,16.09,7.67,7.81
65.12,9.02,7.35,8.94
41.66,18.01,6.43,8.46
53.2,32.15,5.95,8.94
62.55,42.05,1.43,6.99
48.67,26.9,6.18,9.87
24.87,33.24,0.49,5.48
27.03,45.02,2.49,6.81
59.46,33.13,5.95,9.6
31.45,28.89,6.71,8.15
48.45,7.62,0.51,4.98
41.4,35.04,8.6,10.0
35.18,29.58,3.67,6.57
59.35,42.37,5.16,9.08
56.56,28.65,7.83,9.15
52.31,17.71,3.2,7.09
38.63,13.0,7.02,7.7
31.32,35.91,4.51,8.18
45.79,25.35,1.18,5.88
60.86,34.5,0.53,6.81
48.78,42.3,5.83,9.56
68.51,19.55,1.01,6.2
20.77,33.31,1.43,5.23
69.92,46.83,0.4,7.66
54.57,14.49,1.2,5.19
61.63,43.58,9.93,10.0
36.75,13.18,6.38,8.03
45.42,21.22,0.64,5.6
59.85,24.31,0.09,5.96
58.03,32.07,8.26,10.0
36.7,12.94,9.22,8.53
36.22,26.98,0.23,5.35
53.14,47.43,9.65,10.0
66.68,20.2,6.29,8.85
41.94,14.98,7.66,8.72
37.65,7.12,7.24,7.67
64.73,36.77,1.84,7.62
54.15,27.66,5.08,8.53
39.41,28.77,3.32,7.04
22.86,48.94,2.2,7.47
56.07,16.11,1.7,6.2
37.64,42.7,6.97,9.2
23.53,12.79,0.98,3.74
50.61,25.57,9.34,10.0
36.15,34.45,4.76,8.17
36.92,43.26,0.66,6.54
43.96,37.54,5.42,8.63
55.87,33.15,9.61,10.0
33.82,5.78,1.13,4.36
24.05,30.19,3.67,6.46
41.22,21.57,6.7,8.29
22.75,48.55,2.46,6.91
54.86,19.7,3.9,7.14
67.96,9.66,4.03,7.45
52.94,11.51,9.29,9.36
33.77,36.08,6.44,8.79
29.09,23.56,8.74,8.7
31.64,22.84,0.67,4.8
31.08,22.09,2.5,5.87
35.69,48.18,3.17,7.46
24.87,11.5,0.73,4.35
64.79,42.95,2.01,7.65
64.26,43.5,3.53,8.51
50.76,34.64,9.88,10.0
23.1,16.89,3.32,5.33
60.2,32.94,6.3,9.72
23.09,8.12,6.47,5.86
25.32,46.98,1.78,6.06
36.26,35.04,1.17,5.97
41.57,11.44,8.95,9.18
37.69,40.06,1.66,6.61
28.26,19.08,5.59,7.51
25.61,6.81,4.41,5.31
62.97,15.41,5.07,7.92
38.16,34.24,8.15,9.56
30.93,34.33,8.53,9.79
44.35,47.98,5.35,9.37
21.84,21.95,5.18,6.92
50.01,40.12,8.03,9.87
32.42,26.75,8.89,9.25
49.91,38.64,7.86,10.0
50.71,27.61,0.34,5.82
60.46,26.05,8.98,10.0
31.5,22.27,4.94,7.2
43.17,6.59,9.02,9.17
68.09,42.97,8.27,10.0
56.36,33.41,1.7,7.64
68.77,26.61,6.3,9.32
66.37,29.69,2.91,8.12
50.54,13.9,3.37,5.72
33.2,47.83,3.76,8.11
57.85,17.12,9.81,10.0
54.91,5.03,2.62,5.54
49.44,31.91,0.59,5.75
54.89,42.04,6.77,9.61
50.68,33.35,8.47,10.0
45.97,17.68,3.53,6.82
40.8,23.76,4.6,7.24
22.24,36.82,5.98,7.89
63.28,35.74,0.14,6.92
63.28,25.63,2.71,7.05
49.7,5.24,7.36,7.65
33.39,30.16,3.13,6.34
21.41,24.78,7.65,7.72
20.07,19.08,8.6,8.5
23.65,37.34,7.15,8.61
37.99,22.9,4.97,7.39
29.42,29.6,9.27,9.71
33.25,12.87,3.39,6.13
54.98,11.32,9.9,10.0
67.96,26.1,4.87,8.59
30.34,11.57,2.32,4.91
43.28,46.61,8.04,10.0
69.57,28.96,9.95,10.0
66.58,29.85,6.53,9.59
37.62,36.21,3.11,7.36
35.98,27.99,8.69,9.53
32.11,33.4,8.88,10.0
27.77,16.2,5.15,6.88
43.0,14.87,0.27,5.1
37.06,7.91,0.9,4.28
57.24,25.52,8.51,10.0
31.84,24.43,3.08,6.12
56.82,45.68,4.93,9.62
34.41,11.04,8.65,8.54
49.64,32.98,9.92,10.0
51.92,16.12,3.72,6.87
53.59,41.25,0.28,6.86
28.77,11.91,5.89,7.25
34.14,8.31,6.05,7.08
